customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7410-OIEDU,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.8499984741211,887.3499755859375,No
2273-QCKXA,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.04999923706055,49.04999923706055,No
0731-EBJQB,Female,No,Yes,Yes,52,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.399999618530273,1090.6500244140625,No
1891-QRQSA,Male,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.5999984741211,7099.0,No
8028-PNXHQ,Male,No,Yes,Yes,62,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.25,1424.5999755859375,No
5630-AHZIL,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.39999389648438,No
2673-CXQEU,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No
6416-JNVRK,Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.650001525878906,2688.85009765625,No
5590-ZSKRV,Female,No,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.650001525878906,482.25,No
0191-ZHSKZ,Male,Yes,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.300048828125,No
3887-PBQAO,Female,No,Yes,Yes,45,Yes,Yes,No,,,,,,,One year,Yes,Credit card (automatic),25.899999618530273,1216.5999755859375,No
5919-TMRGD,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.3499984741211,79.3499984741211,Yes
8108-UXRQN,Female,No,Yes,Yes,11,No,,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.54999923706055,565.3499755859375,No
9191-MYQKX,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1500015258789,496.8999938964844,Yes
9919-YLNNG,Female,No,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.80000305175781,4327.5,No
0318-ZOPWS,Female,No,Yes,No,49,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),20.149999618530273,973.3499755859375,No
4445-ZJNMU,Male,No,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.30000305175781,918.75,No
4808-YNLEU,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.150001525878906,2215.449951171875,No
1862-QRWPE,Female,No,Yes,Yes,48,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.649999618530273,1057.0,No
2796-NNUFI,Female,No,Yes,Yes,46,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.950000762939453,927.0999755859375,No
3016-KSVCP,Male,No,Yes,No,29,No,,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No
4767-HZZHQ,Male,No,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05000305175781,2570.199951171875,No
2424-WVHPL,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.69999694824219,74.69999694824219,No
7233-PAHHL,Male,No,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No
6067-NGCEU,Female,No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05000305175781,7107.0,No
9848-JQJTX,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9000015258789,7459.0498046875,No
8637-XJIVR,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.94999694824219,927.3499755859375,Yes
9803-FTJCG,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.8499984741211,4748.7001953125,No
0278-YXOOG,Male,No,No,No,5,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,21.049999237060547,113.8499984741211,Yes
3212-KXOCR,Male,No,No,No,52,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),21.0,1107.199951171875,No
4598-XLKNJ,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes
6380-ARCEH,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.200000762939453,20.200000762939453,No
3679-XASPY,Female,No,Yes,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.450000762939453,19.450000762939453,No
7123-WQUHX,Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.60009765625,No
5386-THSLQ,Female,Yes,Yes,No,66,No,,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.54999923706055,3027.25,No
3192-NQECA,Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85009765625,Yes
6180-YBIQI,Male,No,No,No,5,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.299999237060547,100.19999694824219,No
6728-DKUCO,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.1500015258789,7303.0498046875,No
9750-BOOHV,Female,No,No,No,32,No,,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.149999618530273,927.6500244140625,No
8597-CWYHH,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.3499984741211,3921.300048828125,No
2848-YXSMW,Male,No,Yes,Yes,72,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.399999618530273,1363.25,No
0486-HECZI,Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.89990234375,Yes
4549-ZDQYY,Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95000076293945,3042.25,No
5712-AHQNN,Female,No,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.6500015258789,3954.10009765625,No
4846-WHAFZ,Female,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.14990234375,Yes
5256-SKJGO,Female,No,Yes,Yes,64,No,,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.599998474121094,3423.5,No
3071-VBYPO,Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.8499984741211,248.39999389648438,No
9560-BBZXK,Female,No,No,No,36,No,,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.049999237060547,1126.3499755859375,No
5299-RULOA,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.6500244140625,Yes
8402-OOOHJ,Female,No,No,No,41,Yes,No,No,,,,,,,Two year,No,Mailed check,20.649999618530273,835.1500244140625,No
9445-ZUEQE,Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.19999694824219,2151.60009765625,No
1091-SOZGA,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.80000305175781,5515.4501953125,No
2928-HLDBA,Female,No,No,No,6,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.700000762939453,112.75,No
0404-SWRVG,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,229.5500030517578,Yes
6497-TILVL,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.70000076293945,350.3500061035156,No
7219-TLZHO,Female,No,Yes,Yes,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.850000381469727,62.900001525878906,No
4622-YNKIJ,Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.94999694824219,3027.64990234375,No
4412-YLTKF,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05000305175781,2135.5,Yes
6734-PSBAW,Male,No,Yes,No,72,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),23.549999237060547,1723.949951171875,No
3930-ZGWVE,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.75,19.75,No
2639-UGMAZ,Male,Yes,No,No,71,No,,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45000076293945,3985.35009765625,No
2876-GZYZC,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.94999694824219,1215.6500244140625,No
6207-WIOLX,Female,No,Yes,Yes,25,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.599998474121094,1502.6500244140625,Yes
8587-XYZSF,Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.54999923706055,3260.10009765625,No
3091-FYHKI,Male,No,No,No,1,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45000076293945,35.45000076293945,Yes
2372-HWUHI,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.349998474121094,81.25,Yes
7799-LGRDP,Female,No,No,No,43,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.700000762939453,1188.199951171875,No
7850-VWJUU,Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No
3774-VBNXY,Female,No,Yes,Yes,64,Yes,No,No,,,,,,,Two year,No,Mailed check,20.200000762939453,1277.75,No
6217-KDYWC,Male,No,No,Yes,57,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.600000381469727,1170.550048828125,No
0390-DCFDQ,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.44999694824219,70.44999694824219,Yes
3146-MSEGF,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05000305175781,6425.64990234375,No
4080-OGPJL,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.1500015258789,563.6500244140625,Yes
1095-WGNGG,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05000305175781,5971.25,No
2636-SJDOU,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.30000305175781,5289.0498046875,No
1131-QQZEB,Male,Yes,Yes,No,71,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.950000762939453,1756.199951171875,No
5716-EZXZN,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05000305175781,6416.7001953125,No
6837-BJYDQ,Male,No,No,No,3,Yes,No,No,,,,,,,One year,No,Mailed check,19.600000381469727,61.349998474121094,No
2135-RXIHG,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.650001525878906,45.650001525878906,Yes
6440-DKQGE,Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.949951171875,No
3466-BYAVD,Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4000244140625,No
3780-YVMFA,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55000305175781,564.3499755859375,No
3874-EQOEP,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes
1679-JRFBR,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.1500015258789,7930.5498046875,No
9073-ZZIAY,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.0999984741211,5215.25,No
3077-RSNTJ,Female,No,Yes,Yes,6,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.700000762939453,113.5,No
6551-GNYDG,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9000015258789,1152.800048828125,No
9167-APMXZ,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.1500015258789,1821.949951171875,No
2749-CTKAJ,Male,No,Yes,Yes,22,Yes,No,No,,,,,,,One year,No,Mailed check,20.149999618530273,419.8999938964844,No
6371-NZYEG,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No
7554-NEWDD,Male,No,No,No,10,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.700000762939453,251.60000610351562,No
8992-VONJD,Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.5499877929688,No
0867-MKZVY,Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4000015258789,1592.3499755859375,Yes
4482-EWFMI,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,135.1999969482422,No
4648-YPBTM,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9000015258789,3958.25,No
2907-ILJBN,Female,No,Yes,Yes,11,Yes,No,No,,,,,,,One year,No,Mailed check,20.600000381469727,233.89999389648438,No
6345-FZOQH,Male,No,Yes,No,69,Yes,No,No,,,,,,,Two year,No,Mailed check,19.899999618530273,1363.449951171875,No
3376-BMGFE,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9000015258789,273.0,Yes
